position,mute_freq,lo_err,hi_err
200,1.0,0.75983568565159254,1.0
201,0.0,0.0,0.24016431434840743
202,0.0,0.0,0.24016431434840743
203,0.25,0.15101699713285721,0.51726228967734733
204,0.5,0.30269719228060737,0.69730280771939257
205,0.0,0.0,0.1972584382397693
206,0.0,0.0,0.1972584382397693
207,0.5,0.30269719228060737,0.69730280771939257
208,0.25,0.15101699713285721,0.51726228967734733
209,0.6923076923076923,0.54972492571385223,0.78396385541852021
210,0.0,0.0,0.075472336862140096
211,0.07692307692307693,0.052755513125932789,0.21336082036574311
212,0.07692307692307693,0.052755513125932789,0.21336082036574311
213,0.0,0.0,0.075472336862140096
214,0.0,0.0,0.075472336862140096
215,0.07692307692307693,0.052755513125932789,0.21336082036574311
216,0.0,0.0,0.075472336862140096
217,0.07692307692307693,0.052755513125932789,0.21336082036574311
218,0.07692307692307693,0.052755513125932789,0.21336082036574311
219,0.07692307692307693,0.052755513125932789,0.21336082036574311
220,0.0,0.0,0.075472336862140096
221,0.023255813953488372,0.016156038557990839,0.051674726872005583
222,0.0,0.0,0.012548332250654897
223,0.13953488372093023,0.11125629990894957,0.1838962703367677
224,0.05813953488372093,0.042596802884802339,0.093411985663955921
225,0.09302325581395349,0.071267845935642726,0.13294195882514714
226,0.22093023255813954,0.18407099632841759,0.27023793466108581
227,0.12790697674418605,0.10111881650586943,0.17129763543096088
228,0.12790697674418605,0.10111881650586943,0.17129763543096088
229,0.1744186046511628,0.14210775618470126,0.22125411915653603
230,0.27586206896551724,0.23479217657261481,0.32681673366950492
231,0.2413793103448276,0.20295464534455648,0.2912099450862663
232,0.16091954022988506,0.13023395200232982,0.20656216350313528
233,0.6,0.54841810761972198,0.64731625214142563
234,0.37777777777777777,0.33143144122493506,0.42933771483015015
235,0.03333333333333333,0.023497873385835324,0.06311303381253397
236,0.28888888888888886,0.24752671561092418,0.33925685602539912
237,0.13333333333333333,0.10629305127066385,0.17602025283603273
238,0.28888888888888886,0.24752671561092418,0.33925685602539912
239,0.07777777777777778,0.05881781219187443,0.11476252143957877
240,0.2777777777777778,0.23717431403957459,0.32786112090515429
241,0.06666666666666667,0.049677451346457444,0.10215788364392664
242,0.7111111111111111,0.66074314397460088,0.75247328438907579
243,0.18888888888888888,0.15568163150888992,0.23536973378231585
244,0.022222222222222223,0.015443485375050704,0.049435418273102716
245,0.25,0.21180207143629418,0.29863562337904825
246,0.09782608695652174,0.075818219347355817,0.13663314771143453
247,0.05434782608695652,0.039828176107245941,0.087493647001577801
248,0.03260869565217391,0.022990099685424984,0.06177660352036829
249,0.22826086956521738,0.19179998479148416,0.27606740393076978
250,0.1956521739130435,0.16208805545578317,0.24192414117353145
251,0.26881720430107525,0.22941396731033062,0.31777045127433257
252,0.13978494623655913,0.11228737785174242,0.18216670421050885
253,0.07526881720430108,0.056922681672076092,0.11117303842071413
254,0.2903225806451613,0.24945891481267082,0.33984771226869825
255,0.0967741935483871,0.075002305329844227,0.13521153926362428
256,0.07526881720430108,0.056922681672076092,0.11117303842071413
257,0.34408602150537637,0.30007470869776598,0.39453768037884618
258,0.12903225806451613,0.10285197625665496,0.1705417423358645
259,0.16129032258064516,0.13134511038719834,0.20523007546033012
260,0.053763440860215055,0.039401358252382716,0.086579383308750035
261,0.6236559139784946,0.57296470853504256,0.66923933292178139
262,0.5053763440860215,0.45563270016489865,0.55489791527824006
263,0.23655913978494625,0.19958741914376069,0.28441384051823149
264,0.03225806451612903,0.022744354857035565,0.06112938662321632
265,0.07526881720430108,0.056922681672076092,0.11117303842071413
266,0.23655913978494625,0.19958741914376069,0.28441384051823149
267,0.021505376344086023,0.014948998736054367,0.047879277353421901
268,0.010752688172043012,0.007788360782389374,0.034010155827883026
269,0.021505376344086023,0.014948998736054367,0.047879277353421901
270,0.11827956989247312,0.093487119483370629,0.15884640399670713
271,0.021505376344086023,0.014948998736054367,0.047879277353421901
272,0.021505376344086023,0.014948998736054367,0.047879277353421901
273,0.053763440860215055,0.039401358252382716,0.086579383308750035
274,0.010752688172043012,0.007788360782389374,0.034010155827883026
275,0.3333333333333333,0.28989717603843507,0.38365403902268036
276,0.3225806451612903,0.27974613918024083,0.37274391142413432
277,0.03225806451612903,0.022744354857035565,0.06112938662321632
278,0.6129032258064516,0.5621816828499151,0.65896115581365056
279,0.0,0.0,0.011619332821405946
280,0.03225806451612903,0.022744354857035565,0.06112938662321632
281,0.08602150537634409,0.065904346995193458,0.12325017512371572
282,0.03225806451612903,0.022744354857035565,0.06112938662321632
283,0.25806451612903225,0.21943843902179172,0.30668490342266441
284,0.23655913978494625,0.19958741914376069,0.28441384051823149
285,0.0,0.0,0.011619332821405946
286,0.0,0.0,0.011619332821405946
287,0.021505376344086023,0.014948998736054367,0.047879277353421901
288,0.010752688172043012,0.007788360782389374,0.034010155827883026
289,0.34408602150537637,0.30007470869776598,0.39453768037884618
290,0.20430107526881722,0.17008411979774735,0.25073424502000463
291,0.14285714285714285,0.1147664468844916,0.18602314173382084
292,0.21978021978021978,0.18387461842110012,0.26751183853749227
293,0.18681318681318682,0.15395711269969067,0.23288741130773982
294,0.058823529411764705,0.043096108016415995,0.094477075895238571
295,0.0,0.0,0.014351446815595118
