position,mute_freq,lo_err,hi_err
120,0.0,0.0,0.42264973081037421
121,0.0,0.0,0.42264973081037421
122,1.0,0.57735026918962573,1.0
123,0.0,0.0,0.42264973081037421
124,0.0,0.0,0.42264973081037421
125,1.0,0.57735026918962573,1.0
126,1.0,0.57735026918962573,1.0
127,0.0,0.0,0.42264973081037421
128,1.0,0.57735026918962573,1.0
129,0.0,0.0,0.42264973081037421
130,0.0,0.0,0.42264973081037421
131,0.0,0.0,0.42264973081037421
132,0.0,0.0,0.42264973081037421
133,0.0,0.0,0.42264973081037421
134,1.0,0.57735026918962573,1.0
135,0.0,0.0,0.42264973081037421
136,0.0,0.0,0.42264973081037421
137,0.0,0.0,0.42264973081037421
138,0.0,0.0,0.42264973081037421
139,0.0,0.0,0.42264973081037421
140,0.0,0.0,0.42264973081037421
141,0.0,0.0,0.42264973081037421
142,1.0,0.57735026918962573,1.0
143,0.0,0.0,0.42264973081037421
144,0.0,0.0,0.42264973081037421
145,0.0,0.0,0.42264973081037421
146,0.0,0.0,0.42264973081037421
147,0.0,0.0,0.42264973081037421
148,0.0,0.0,0.42264973081037421
149,0.0,0.0,0.42264973081037421
150,0.0,0.0,0.42264973081037421
151,0.0,0.0,0.42264973081037421
152,1.0,0.57735026918962573,1.0
153,0.0,0.0,0.42264973081037421
154,0.0,0.0,0.42264973081037421
155,0.0,0.0,0.42264973081037421
156,1.0,0.57735026918962573,1.0
157,0.0,0.0,0.42264973081037421
158,0.0,0.0,0.42264973081037421
207,1.0,0.57735026918962573,1.0
208,1.0,0.57735026918962573,1.0
209,0.0,0.0,0.42264973081037421
210,0.0,0.0,0.42264973081037421
211,1.0,0.57735026918962573,1.0
212,1.0,0.57735026918962573,1.0
213,1.0,0.57735026918962573,1.0
214,0.0,0.0,0.42264973081037421
215,0.2,0.12506535896216608,0.44750688411666539
216,0.4,0.24824484852531054,0.60924529917835546
217,0.14285714285714285,0.093118673236737129,0.35167321456177991
218,0.1111111111111111,0.074189247079555778,0.28931737618473241
219,0.3333333333333333,0.22392273892212314,0.50320542575481464
220,0.4,0.27908704128163897,0.55411565196340884
221,0.4117647058823529,0.31142898238494315,0.53049147231431126
222,0.4444444444444444,0.34230708886643024,0.55757610008147296
223,0.55,0.44278410086101544,0.64822912039575065
224,0.47619047619047616,0.37742957523983306,0.57904299405399162
225,0.38095238095238093,0.29283508431000049,0.48952912851937491
226,0.3181818181818182,0.2403540894787124,0.42594624871913445
227,0.36363636363636365,0.27940062446313407,0.47032286049018868
228,0.2727272727272727,0.20218674521558427,0.38069298874583235
229,0.6363636363636364,0.52967713950981132,0.72059937553686593
230,0.4166666666666667,0.32927961097777136,0.51670886933105598
231,0.125,0.086705195484297018,0.22030773380591162
232,0.125,0.086705195484297018,0.22030773380591162
233,0.625,0.52330320593744206,0.7077133127470141
234,0.125,0.086705195484297018,0.22030773380591162
235,0.4166666666666667,0.32927961097777136,0.51670886933105598
236,0.375,0.29228668725298595,0.47669679406255794
237,0.20833333333333334,0.15138945857382219,0.30959166536261307
238,0.2916666666666667,0.22028916506566368,0.3946879672320831
239,0.16666666666666666,0.11840521436428662,0.26558616390750744
240,0.3333333333333333,0.25594051424457737,0.4360389949820932
241,0.2916666666666667,0.22028916506566368,0.3946879672320831
242,0.11538461538461539,0.080166585349142408,0.2048724199623293
243,0.0,0.0,0.039872647077782701
244,0.11538461538461539,0.080166585349142408,0.2048724199623293
245,0.5172413793103449,0.42928105426375107,0.60300869872588581
246,0.41379310344827586,0.33355358274784952,0.50499795114260337
247,0.10344827586206896,0.072020953509676994,0.18538144878166996
248,0.24242424242424243,0.18586448405776457,0.32798713127466372
249,0.09090909090909091,0.063429005820511128,0.16450485450306995
250,0.3333333333333333,0.26523519812505542,0.42019463812378088
251,0.12121212121212122,0.086485091860335095,0.19862100871897903
252,0.12121212121212122,0.086485091860335095,0.19862100871897903
253,0.18181818181818182,0.13502716438139173,0.26444532229868356
254,0.09090909090909091,0.063429005820511128,0.16450485450306995
255,0.09090909090909091,0.063429005820511128,0.16450485450306995
256,0.0,0.0,0.031795666966846381
257,0.09090909090909091,0.063429005820511128,0.16450485450306995
258,0.24242424242424243,0.18586448405776457,0.32798713127466372
259,0.2727272727272727,0.21194937399777661,0.35909412214927494
