position,mute_freq,lo_err,hi_err
1,1.0,0.92452766313785995,1.0
2,0.0,0.0,0.062580369495826182
3,1.0,0.93741963050417376,1.0
4,0.25,0.17632320029154078,0.37873390159598741
5,1.0,0.93741963050417376,1.0
6,0.0,0.0,0.059208762757932437
7,1.0,0.94079123724206748,1.0
8,0.0,0.0,0.056181784214038487
9,0.0,0.0,0.056181784214038487
10,0.16666666666666666,0.11480862793428583,0.28454872955610078
11,1.0,0.94381821578596137,1.0
12,0.9473684210526315,0.84702890526239027,0.96318955817967022
13,0.10526315789473684,0.071153809865713763,0.21385091845817583
14,0.0,0.0,0.053449177359840713
15,0.05263157894736842,0.03681044182032979,0.15297109473760973
16,0.10526315789473684,0.071153809865713763,0.21385091845817583
17,0.8947368421052632,0.78614908154182417,0.92884619013428626
18,0.15789473684210525,0.10892251407842293,0.27137319963148632
19,0.9473684210526315,0.84702890526239027,0.96318955817967022
20,0.10526315789473684,0.071153809865713763,0.21385091845817583
21,0.10526315789473684,0.071153809865713763,0.21385091845817583
22,0.0,0.0,0.046642916782950371
23,0.0,0.0,0.046642916782950371
24,0.0,0.0,0.046642916782950371
25,0.045454545454545456,0.031978579279675956,0.13399094577011106
26,0.9545454545454546,0.86600905422988894,0.96802142072032404
27,0.13333333333333333,0.095021984522819625,0.21685755428126086
28,0.03225806451612903,0.022944236356209447,0.097630543403859349
29,0.25806451612903225,0.19789401160870657,0.34713807829654897
30,1.0,0.96625100978939216,1.0
31,0.34285714285714286,0.27540605163391291,0.42703701231410163
